label,definition,comment,exactSynonym,broadSynonym,narrowSynonym,relatedSynonym,subsetType,uri
biogeochemical cycling,"A biogeochemical process during which one or more chemical compounds are sequentially converted into a series of related compounds in a regularly repeating, periodic fashion.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_02500009
solid-phase sintering,A compaction process during which a material entity subjected to heat and/or pressure is compacted into a solid mass without undergoing melting.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000101
geographic basin,"A depression which is part of a planetary crust, is of geographic scale, and is partially or completely enclosed.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000015
desublimation of water vapour into ice,A desublimation process during which water vapour is frozen into water ice.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000055
dirt cone,"A feature of a glacier, in which dirt, which has fallen into a hollow in the ice, forms a coating which insulates the ice below. The surrounding ice melts away, leaving the dirt cone.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000430
freezing fog,"A fog the droplets of which freeze upon contact with exposed objects, forming a coating of rime or glaze.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000137
hydrocarbon gas,A gas that is primarily composed of hydrocarbon molecules.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000554
thermokarst depression,A geographic basin which is formed due to the erosion of thermokarst by meltwater released from thawing permafrost.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000084
cryoform,A geographic feature which is primarily composed of a continuous mass of snow and/or ice.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000110
alpine glacier,A glacier contained in the site of a mountain valley.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000085
ice piedmont,"A glacier covering a coastal strip of low-lying land backed by mountains, and sloping gently seaward over a distance up to 30km or more to terminate in ice cliffs or to merge with an ice shelf.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00009725
outlet glacier,A glacier fed by an ice sheet.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000459
plateau glacier,"A glacier on a plateau or high area, smaller than an ice sheet.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000457
fjord lake,"A lake in a glacially eroded valley, which has been eroded below sea level.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000201
ice-covered lake,A lake permanently covered by ice.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000198
glacial lake,A lake which is primarily composed of glacial meltwater and which fills a depression formed as a result of a glacial erosion process.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000488
periglacial lake,"A lake, part of whose margin is formed by an ice mass, ice cap or glacier, the ice having obstructed the natural drainage of the land.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000200
sound,"A large sea or ocean inlet larger than a bay, deeper than a bight, wider than a fjord, or it may identify a narrow sea or ocean channel between two bodies of land.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000393
slush ice layer,A layer which consists of slush ice.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000077
cryospheric layer,A layer which is part of a cryosphere.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01001609
fjord,A long and narrow sea inlet with high steeply sloped walled sides. A fjord is a landform created during a period of glaciation.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000039
marine chemocline,"A marine chemocline is a marine cline caused by a strong, vertical chemistry gradient within a body of marine water. Chemoclines most commonly occur where local conditions favor the formations of anoxic bottom water.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000076
marine environment,A marine environment and enviroment which is determined by a marine water body.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000320
seasonal marine thermocline,A marine thermocline which is present below the marine wind mixed layer.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000107
marine water mass,A mass of marine water.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000686
sedimentation in a water body,A material accumulation process during which solid particles are pulled through a water body by gravitation or centrifugal force and which ends when they settle on a solid surface.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000036
freezing,A material congelation process during which a liquid turns into a solid when its temperature is lowered below its melting point.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01001548
seasonal melting process,A material transformation process during which a material entity melts during a warm season.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000099
sea ice formation process,A material transformation process during which seawater freezes into sea ice.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000044
water ice formation process,A material transformation process during which water ice is formed.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000950
gas emission process,A material transport process during which a portion of gaseous environmental material is transported into the atmosphere.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000092
atmosphere-exposed melt pond,A melt pond which has a surface exposed to the atmosphere.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000050
water column exposed melt pond,"A melt pond which is formed close to that part of an ice mass which is in contact with some underlying water body, and which has channels connecting it to that water body.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000119
pollution monitoring,A monitoring process that assays the level of environmental pollutants to determine the presence of effect of environmental pollution.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_02500043
medial moraine,A moriane formed when the inside lateral moraines of two glaciers merge together. They form a ridge down the center of the combined glaciers.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000250
polar mountain,A mountain that is part of a polar environment.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01001454
frazil ice formation,"A new ice formation process during which small, needle-like crystals consisting of nearly pure fresh water, form due to the freezing of open, turbulent, supercooled water.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000047
shuga formation process,A new ice formation process in which shuga is formed.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000079
slush formation process,A new ice formation process in which slush ice is formed.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000078
marine nutricline,A nutricline which is part of a marine water body.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000078
ice-bearing permafrost thawing process,A permafrost thawing process during which water-based ice or snow present in permafrost is converted into meltwater.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000086
compaction process,"A physical process during which atoms, molecules, or other consituents of a material entity are forced closer together.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000008
harbor,A place where ships may shelter from the weather or are stored.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000463
planktonic material,A portion of planktonic material is a portion of environmental material primarily composed of plankton.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000063
greenhouse effect,"A process by which thermal radiation from a planetary surface is absorbed by atmospheric greenhouse gases, and is re-radiated in all directions. Since part of this re-radiation is back towards the surface and the lower atmosphere, it results in an elevation of the average surface temperature above what it would be in the absence of the gases.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_02500004
calving of ice from an iceberg,A process during which a part of an iceberg breaks away from the main mass.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000032
biogeochemical process,"A process during which chemicals that are involved in natural ecosystem processes are transported or transformed, and which impact the activity of biological entities",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_02500030
depositional process,A process during which material entities are added to a landform or to a feature upon the landform.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000054
glacial ice loss,A process during which the mass of ice constituting a glacier decreases.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000017
glacial ice gain,A process during which the mass of ice constituting a glacier increases.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000029
ecosystem-wide aerobic respiration,A process which consists of all aerobic respiration processes instantiated in an ecosystem.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000633
ecosystem-wide photosynthesis,A process which consists of all photosynthesis processes instantiated in an ecosystem.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_02500007
marine pelagic feature,"A prominent or distinctive aspect, quality, or characteristic of environments occurring within the marine water column.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000044
pelagic isohaline surface,"A roughly planar, pelagic region characterised by equal salinity.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000081
pelagic isopycnal surface,"A roughly planar, pelagic region characterised by equal water density.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000083
pelagic isothermal surface,"A roughly planar, pelagic region characterised by equal water temperature.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000080
pancake ice,A sea ice floe which has a rounded or circular shape and raised rims.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000067
young ice,A sea ice floe which is inflexible and thicker than nilas.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000069
nilas,"A sea ice floe which is thin, elastic, continuous, and of a transparent gray color, which results from the freezing of new ice.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000068
nilas formation process,"A sea ice formation process during which new ice crystals freeze together, forming nilas, a thin, elastic, continuous, ice sheet of a transparent gray color.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000058
young ice formation process,A sea ice formation process during which water freezes to the bottom of an existing nilas ice floe creating a thicker ice floe known as young ice.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000059
glacial sintering,A sintering process during which snow is compacted into glacial ice.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000102
continental slope,A slope which 1) is part of the seafloor and 2) extends from the end of the continental shelf (the shelf break) to the continental rise.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000273
englacial stream,A stream which is primarily composed of meltwater and which flows within a glacier or ice sheet.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000018
channel,"A structure which traverses a mass of one or more environmental materials, and encloses a roughly tubular site.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000117
water ice sublimation process,A sublimation process during which water ice transitions into a gaseous state.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000920
permafrost thawing process,"A thawing process during which permafrost is warmed beyond the melting point of water-based ice, snow, or other forms of solid water.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01001613
ground moraine,"A till covered area with irregular topography and no ridges, often forming gently rolling hills or plains. Forms by the accumulation of till under the ice by lodgement, but may also be deposited as the glacier retreats.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000251
alpine tundra ecosystem,A tundra ecosystem which exists at high altitudes and where vegetation is stunted due to low temperatures and high winds.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01001371
vegetated area,A vegetated area is a geographic feature which has ground cover dominated by plant communities.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01001305
atmospheric column,"A vertical pillar defined by a unit area on a planetary surface and bounded by the top of the atmosphere that is used to quantify an atmospheric parameter such as pressure, ozone or precipitable water.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000675
marine current,"A water current which is maintained by a continuous, directed movement of marine water, generated by forces caused by breaking waves, wind, Coriolis force, temperature and salinity differences, and tides caused by the gravitational pull of astronomical bodies. Depth contours, shoreline configurations and interaction with other currents influence a current's direction and strength.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000067
planetary erosion,"An action of exogenic processes (such as water flow or wind) which remove environmental material from one part of a planet's crust, transporting it to another location where it is deposited.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_02500028
aeolian transport of snow,An aeolian transport process during which powdery snow is displaced and moved.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000103
freshwater algal bloom,"An algal bloom that is located in freshwater. Freshwater algal blooms are the result of an excess of nutrients, particularly some phosphates.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_2000005
nival,"An altitudinal condition which inheres in a bearer by virtue of the bearer having extremely limited vegetation cover, silica-enriched soils, and ground cover dominated by snow and ice at altitudes above the snowline.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000344
asthenosphere,"An asthenosphere is a layer of a terrestrial-type planet or natural satellite which is highly viscous, mechanically weak, and ductilely deforming.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000647
illuminated biosphere part,"An astronomical body part which includes those parts of a biosphere that are, at least periodically, illuminated and in which photosynthesis may occur.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000823
planetary atmosphere,An atmosphere which surrounds a planet.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000810
arid,An environmental condition in which annual precipitation is less than half of annual potential evapotranspiration.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000230
erosion through nivation,An erosion process during which rock or soil is removed or degraded due to alternative thawing and freezing of meltwater beneath and at the margins of snowbanks.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000121
ice cap climatic condition,An ice cap climatic condition is a polar condition in which the montly average temperature does not exceed 0 degrees Celsius.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000354
obsolete sea ice formation process,An ice formation process during which seawater is frozen into a sea ice.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000057
new ice formation process,"An ice formation process during which water is frozen into a form of new ice such as frazil, grease ice, slush, or shuga.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000056
glacial ice ablation process,An ice loss process which occurs in the low-altitude area of a glacier or ice sheet below the firn layer.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000919
ice rise,"An ice rise is an elevation which is part of an ice shelf, typically dome shared, and formed by the ice shelf overriding an obstruction in the seabed. An ice rise may be adjacent only to an ice shelf, or to an ice shelf and a sea. For some features, properly ice rises, the term island has become established through usage.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00009686
ocean strait,An ocean strait is a strait which connects two oceans.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000651
lake inlet,An opening of a lake into its shore.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000476
tundra climatic condition,An tundra climatic condition is a polar condition in which at least one month's average temperature exceeds 0 degrees Celsius.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000370
aquifer,"An underground layer of water-bearing permeable rock or unconsolidated materials (gravel, sand, silt, or clay) from which groundwater can be usefully extracted using a water well.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00012408
glacial ice,Any water ice that is part of a glacier.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000004
biogenous sediment,"Biogenous sediment is derived from living organisms, typically planktonic organisms possessing shells, frustules or coccoliths.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000082
coastal water body,Coastal water is a marine water body bordering a coast.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_02000049
strand crack,"Fissure at the junction between an inland ice sheet, ice piedmont or ice rise and an ice shelf, the latter being subject to the rise and fall of the tide.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00009726
erosionally enriched glacial ice,Glacial ice which contains material liberated during a glacial erosion process.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000005
marine snow,Marine snow is a continuous shower of mostly organic detritus falling from the upper layers of the water column. Its origin lies in activities within the productive photic zone.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000158
microbial mat material,"Material derived from a microbial mat, a multi-layered sheet of micro-organisms, mainly bacteria and archaea. Microbial mats create a wide range of internal chemical environments.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000157
dust,"Minute solid particles with diameters less than 500 micrometers. Occurs in and may be deposited from, the atmosphere.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00002008
marine mud,Mud which is part of a marine ecosystem.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00005795
oceanic crust,Oceanic crust is the uppermost layer of the oceanic portion of a tectonic plate.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000749
soot,Particulate matter primarily composed of carbon particles formed through the incomplete combustion of hydrocarbons.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000021
cryoconite deposit,"Particulate matter which is composed primarily of dust, rock, and soot, as well as the microbial communities associated with these materials, deposited on an ice mass by an aeolian process.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000038
tundra mire,"Peatlands with a shallow peat layer, only about 500 mm thick, dominated by sedges and grasses. They form in permafrost areas, covering around 110,000 to 160,000 km2 in Alaska, Canada, and the former USSR.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000187
marine pockmark,"Pockmarks are craters in the seabed resulting from the release of gas or liquid. Generally, they are formed in soft, fine-grained seabed sediments by the escape of fluids (gas or water, but mainly methane) into the water column.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000160
second year ice,"Sea ice which is thicker than first year ice, and has survived a seasonal melting process.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000072
multiyear ice,"Sea ice which is thicker than second year ice, and has survived more than two seasonal melting process.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000073
carbon dioxide-reducing sediment,Sediment hosting and characterised by active carbon dioxide reducing microbial communities.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000154
iron-reducing sediment,Sediment hosting and characterised by active iron reducing microbial communities.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000152
manganese-reducing sediment,Sediment hosting and characterised by active manganese reducing microbial communities.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000151
nitrate-reducing sediment,Sediment hosting and characterised by active nitrate reducing microbial communities.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000135
sulphate-reducing sediment,Sediment hosting and characterised by active sulphate reducing microbial communities.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000153
siliceous ooze,"Siliceous ooze is a marine sediment composed of the debris of plankton with silica shells, such as diatoms and radiolaria. This ooze is limited to areas with high biological productivity, such as the polar oceans, and upwelling zones near the equator. The least common type of sediment, it covers only 15% of the ocean floor. It accumulates at a slower rate than calcareous ooze: 0.2-1 cm / 1000 yr.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_02000044
snow,Snow is an environmental material which is primarily composed of flakes of crystalline water ice.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000406
slab snow,"Snow which is cohesive, hard and overlies weaker snow.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000108
snowmelt,Snowmelt is a hydrological melting process in which water is produced by the melting of snow and becomes part of the hydrological surface runoff.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000719
marine benthic biome,"The marine benthic biome (benthic meaning 'bottom') encompasses the seafloor and includes such areas as shores, littoral or intertidal areas, marine coral reefs, and the deep seabed.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000024
marine cold-water sphere,"The marine cold-water sphere describes a water mass extending from the polar seas and across low latitudes at depths of ca. 800 to 1000 m, which is separated from the marine warm-water sphere by the permanent marine thermocline",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000108
marine lysocline,"The marine lysocline denotes the depth in the ocean below which the rate of dissolution of calcite increases dramatically. As water column depth and therefore pressure increases, the corresponding calcite saturation of seawater decreases and the calcite begins dissolve.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000079
marine neritic benthic zone biome,The marine neritic zone biome comprises sea floor from the high tide mark to a continental shelf break. This zone generally extends to 200 m below average sea level.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000025
marine pelagic biome,"The marine pelagic biome (pelagic meaning open sea) is that of the marine water column, from the surface to the greatest depths.",,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000023
erosionally enriched ice,Water ice which contains material liberated during an erosion process.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000025
brackish water,Water which has a higher salinity than fresh water but a lower salinity than marine water.,,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00002019
soil erosion,Soil erosion is a process in which exogenic processes remove soil from one location on the Earth's crust and transport it to another location where it is deposited.,"""Soil Erosion is a common term that is often confused with soil degradation as a whole,  but in fact refers only to absolute soil losses in terms of topsoil and nutrients. This  is indeed the most visible effect of soil degradation, but does not cover all of its aspects. Soil erosion is a natural process in mountainous areas, but is often made much worse by poor management practices."" http://www.fao.org/soils-portal/soil-degradation-restoration/en/",,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000706
environmental condition,An environmental condition is a range of a determinate quality or combination of qualities that are present in an environmental system.,"A condition defines a restricted range of a given quality or combination of qualities. If an environment class, E, has_condition C, then all qualities listed in C are restricted to the ranges defined in C in E. This is not intended as a logical conditional.",,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000203
ice shelf,An ice mass which 1) is attached to the coast 2) at least 2 meters in thickness 3) forms where a glacier or ice mass flows down to a coastline and onto the ocean surface and 4) grows by annual snow accumulation or by the seaward extension of land glaciers.,"An ice shelf may grow hundreds of miles out to sea.  Usually of great horizontal extent and with a level or gently undulating surface. Nourished by annual snow accumulation and also by the seaward extension of land glaciers. Limited areas may be aground. Ice shelves are much thicker than sea ice often filling embayments in the coastline of an ice sheet.. Currently, nearly all ice shelves are in Antarctica, where most of the ice discharged into the ocean flows via ice shelves. The mass balance of an ice shelf may have significant components of both gain and loss at the base. The seaward edge is termed an ice front.  The calving of an ice shelf forms tabular icebergs and ice islands.",,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00000380
nitrogen-oxygen planetary atmosphere,A planetary atmosphere which is composted primarily of dinitrogen and dioxygen gas.,An instance of this class would be Earth's atmosphere.,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000811
WMO blizzard,"A blizzard which 1) lasts at least 3 hours, 2) combines below freezing temperatures and very strong wind, laden with blowing snow.",Blizzards typically reduces visibility to less than 1 km,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000134
climate change,"The long-term fluctuations in temperature, precipitation, wind, and all other aspects of the Earth's climate. External processes, such as solar-irradiance variations, variations of the Earth's orbital parameters (eccentricity, precession, and inclination), lithosphere motions, and volcanic activity, are factors in climatic variation. Internal variations of the climate system, e.g., changes in the abundance of greenhouse gases, also may produce fluctuations of sufficient magnitude and variability to explain observed climate change through the feedback processes interrelating the components of the climate system.","Definition vebatim from GEMET. Will need to be refined. Further, distinction between ""climate change"" and (one or many) ""climate change process"" will need to be discussed. Fluctuations are not processes, per se.",,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000629
altitudinal condition,"An altitudinal condition is an environmental condition in which ranges of factors such as temperature, humidity, soil composition, solar irradiation, and tree density vary with ranges in altitude.","Depending on the latitude (and, to a lesser extent, other factors), the actual location of the zones where these conditions are in effect will change.",,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000343
powdery snow,Uncompacted snow containing trapped atmospheric gases.,Described as having a fluffy appearance.,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000027
ecozone,"Ecozones delineate large areas of a planetary surface within which organisms have been evolving in relative isolation over long periods of time, separated from one another by geographic features, such as oceans, broad deserts, or high mountain ranges, that constitute barriers to migration.","ENVO contains this top-level class, but all instances will be in GAZ. The definition is preliminary and will be aligned to BFO.
https://en.wikipedia.org/wiki/  Ecozones correspond to the floristic kingdoms of botany or zoogeographic regions of zoology. Ecozones are characterized by the evolutionary history of the organisms they contain. They are distinct from biomes, also known as major habitat types, which are divisions of the Earth's surface based on life form, or the adaptation of plants and animals to climatic, soil, and other conditions. Biomes are characterized by similar climax vegetation. Each ecozone may include a number of different biomes. A tropical moist broadleaf forest in Central America, for example, may be similar to one in New Guinea in its vegetation type and structure, climate, soils, etc., but these forests are inhabited by plants and animals with very different evolutionary histories.",,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000280
brine rejection from seawater,A material transformation process during which brine is formed due to the expulsion of salt during frazil formation or a seawater freezing process.,"Expelled salt accumulates in brine droplets, which remain in a liquid state due to their increased salinity.",,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000045
material decumulation process,"A process during which a mass composed of one or more environmental materials, present within a given site, decreases.",Experimental class for structural purposes not recommended for annotation.,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000016
material transport process,A process during which material is displaced from its original location and transported either to a new location or back to the original location.,Experimental class for structural purposes not recommended for annotation.,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000010
material accumulation process,"A process during which the mass of one or more materials, present within a given site, increases.",Experimental class for structural purposes not recommended for annotation. A material accumulation process ends a material transport process.,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000009
material transformation process,A process during which a portion of some environmental material is converted into a different material or a collection of materials.,"Experimental class for structural purposes not recommended for annotation. A material transformation process only refers to ENVO:environmental material classes (e.g. bulk and typically impure substances), rather than transformations converting a specific chemical into another.",,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000043
environmental role,A role which is may be realised by an environmental system,Experimental class.,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01001303
firn,Granular snow which contains a proportion of fused granules formed through melting and re-thawing while being compacted by the weight of overlying material and which contains interconnected gaseous pores.,Firn derives from névé which has survived a full season of ablation and has undergone a metamorphic transition.,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000002
first year ice formation process,"A sea ice formation process during which seawater freezes onto young ice during the cold season, forming first year ice.",First year ice that survives melting during spring and summer can transition to second year ice.,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000060
floeberg,"An ice mass which is composed of a large amount of sea ice in the form of a hummock or a group of such hummocks, frozen together and separated from any surrounding ice by sea water.",Floebergs may float up to 17 ft (5 m) above sea level.,,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01001535
hydrological melting process,"A melting process during which water-based ice, snow, or other solid phase water transitions into a liquid phase.","Here, we've nexted melting within thawing as one approach to resolve the semantics of thawing of ice-free materials. Expert group revision is requried.",,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_01000720
tundra climate,"A climate which 1) has a mean temperature for the warmest month of less than 10°C (50°F), but higher than 0°C (32°F), 2) is not conducive to a permanent surficial cover of snow or ice, and 3) supports a tundra ecosystem.","In W. Köppen's 1936 climatic classification it is one of the polar climates, defined as having a mean temperature for the warmest month of less than 10°C (50°F) (in contrast to snow forest and temperate rainy climates) but higher than 0°C (32°F) (which is the limit of perpetual frost climate). Tundra is designated ET. Tundra climate appears as a temperature province in C. W. Thornthwaite's 1931 classification.",,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000140
ice-encased melt pond,A melt pond which is completely encased in ice and thus not directly exposed to the atmosphere or underlying water.,"In practice, there may be some openings which are small relative to the surface footprint of the meltpond.",,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_03000051
sea ice,Water ice which has formed by the freezing of sea water.,"In the United States, NOAA sea ice operations does not include superstructure icing as being sea ice. In sea ice operations however, sea ice is any form of ice found at sea which has originated from the freezing of sea water. It presents the main kind of floating ice encountered at sea. Except where it forms ridges, sea ice is up to a few metres thick, in which respect it differs from shelf ice.  Sea ice may be discontinuous pieces (ice floes) moved on the ocean surface by wind and currents (pack ice), or a motionless sheet attached to the coast (land-fast ice). In brief, it forms first as lolly ice (frazil crystals), thickens into sludge, and coagulates into sheet ice, pancake ice, or into floes of various shapes and sizes. Thereafter, sea ice may develop into pack ice and/or become a form of pressure ice.  Sea ice less than one year old is called first-year ice. Perennial ice is sea ice that survives at least one summer. It may be subdivided into second-year ice and multi-year ice, where multiyear ice has survived at least two summers.",,,,,envoPolar,http://purl.obolibrary.org/obo/ENVO_00002200
